,survey_info_start_date,survey_info_end_date,survey_info_status,survey_info_ip_address,survey_info_progress,survey_info_duration,survey_info_finished,survey_info_recorded_date,survey_info_response_id,survey_info_last_name,survey_info_first_name,survey_info_email,survey_info_reference,survey_info_latitute,survey_info_longitude,survey_info_dist_channel,survey_info_language,attitude_criticality,attitude_motivation,attitude_priority,education_impact,education_institution_effort,education_surgical_team,education_resuable_safety,education_reprocess_safety,barriers_surgical_staff,barriers_use_items,barriers_roadblocks,barriers_no_impact,willingness_reusable,willingness_reprocessed,willingness_reusable_gown,willingness_reusable_towel,willingness_prefcard_review,willingness_colleagues,willingness_scorecard,willingness_alcohol,willingness_los,willingness_telemedicine,incentive_personal_cash,incentive_division_cash,incentive_personal_percent,incentive_division_research_funding,incentive_personal_perk,incentive_division_perk,incentive_personal_recognition_from_dept,incentive_division_recognition_from_dept,incentive_personal_recognition_natl,inactive_state,inactive_institution_name,inactive_practice_setting,demographic_practice_list,demographic_role_list,demographic_years_in_practice,comments_text,demographic_distribution,quality_ambiguous_text,quality_ambiguous_questions,quality_straightlining_pct,quality_straightlining_questions,quality_unanswered_pct,quality_unanswered_questions,,demographic_us_region,demographic_acs_trauma_region,demographic_sample_size,quality_unanswered_length
302,2023-10-01 15:11:57,2023-10-01 15:23:05,IP Address,91.208.88.102,100,668,True,2023-10-01 15:23:06,R_3yEntaGLn9D8mIN,,,,,46.0833,15,anonymous,EN,Extremely critical,Extremely motivated,Quite a high priority,Moderately well,Not at a lot of effort,Not very well,Moderately true,Quite true,Often,Sometimes,Extremely true,Slightly confident,Extremely willing,I am already doing this,Extremely willing,Extremely willing,Extremely willing,Quite willing,Extremely willing,I am already doing this,Quite willing,Quite willing,Quite motivated,Extremely motivated,Quite motivated,Extremely motivated,Slightly motivated,Not at all motivated,Not at all motivated,Quite motivated,Slightly motivated,,,,['Breast Surgery'],,30,"waste of single-use items is a huge problem, most of the waste does nothing to improve patient outcomes. the first step to change this will likely involve collecting data on the quantity of waste and publicising it at surgical meetings and at meetings of hospital administrators. 
A huge efort is needed to educate hospital staff about the magnitude of waste, and the definition of waste..... ie utilization of resources that does not improve patient outcomes.  only then can the problem begin to be addressed, and attitudes among medical personnel and hospital regulators change in a postive direction.",northwestern,0,,0,0,,['0.02857142857142857'],QID1,Midwest,5,58,1
303,2023-10-01 19:53:14,2023-10-01 19:57:35,IP Address,155.190.17.7,100,260,True,2023-10-01 19:57:35,R_1NzuIhUY1MaqFFl,,,,,41.8874,-87.6318,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Sometimes,Quite true,Slightly confident,Extremely willing,I am already doing this,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Not at all motivated,Quite motivated,Not at all motivated,Extremely motivated,Not at all motivated,Slightly motivated,Not at all motivated,Moderately motivated,Moderately motivated,,,,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),32,,northwestern,0,,0,0,,['0.02857142857142857'],QID13,Midwest,5,58,1
304,2023-10-02 11:47:22,2023-10-02 11:54:47,IP Address,155.190.17.4,100,444,True,2023-10-02 11:54:47,R_8CEZCL8jPSQBC1j,,,,,41.8874,-87.6318,anonymous,EN,Slightly critical,Slightly motivated,Low priority,Slightly well,Not at a lot of effort,Not very well,Extremely true,Quite true,Often,Sometimes,Not at all true,Not at all confident,Extremely willing,Extremely willing,Extremely willing,I am already doing this,I am already doing this,Quite willing,Moderately willing,I am already doing this,Extremely willing,I am already doing this,Not at all motivated,Moderately motivated,Not at all motivated,Moderately motivated,Moderately motivated,Slightly motivated,Quite motivated,Quite motivated,Quite motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Department Chair,23,,northwestern,0,,0,0,,['0.02857142857142857'],QID13,Midwest,5,58,1
305,2023-10-02 19:10:57,2023-10-02 19:17:14,IP Address,24.1.83.228,100,377,True,2023-10-02 19:17:15,R_3LXyOCJD89Dne6c,,,,,41.9025,-87.6726,anonymous,EN,Quite critical,Moderately motivated,Quite a high priority,Not very well,Not at a lot of effort,Slightly well,Quite true,Quite true,Often,Once in a while,Moderately true,Quite confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,I am already doing this,I am already doing this,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Slightly motivated,Quite motivated,Quite motivated,Quite motivated,,,,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,1,,northwestern,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,5,58,1
306,2023-10-04 13:03:12,2023-10-04 13:06:21,IP Address,204.147.223.49,100,189,True,2023-10-04 13:06:22,R_12rwYCPM55WQVJA,,,,,47.5364,-122.278,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Almost never,Extremely true,Quite confident,Quite willing,Quite willing,I am already doing this,I am already doing this,I am already doing this,I am already doing this,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery']",Program Director (or Assistant Program Director),2,,virginiamason,0,,0,0,,['0.02857142857142857'],QID13,West,10,24,1
307,2023-10-04 13:09:30,2023-10-04 13:16:16,IP Address,204.147.223.49,100,406,True,2023-10-04 13:16:17,R_6x6nyNWPgiwoo2B,,,,,47.6109,-122.3303,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Quite well,Not at a lot of effort,Not very well,Extremely true,Extremely true,Often,Almost never,Extremely true,Moderately confident,I am already doing this,I am already doing this,Extremely willing,Extremely willing,Extremely willing,Slightly willing,Extremely willing,I am already doing this,I am already doing this,Extremely willing,Extremely motivated,Quite motivated,Extremely motivated,Quite motivated,Extremely motivated,Quite motivated,Quite motivated,Quite motivated,Extremely motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",Program Director (or Assistant Program Director),32,biggest road block to implementing sustainable processes of care is to put surgeons in charge and get rid of administrators who do not understand how ORs work. ,virginiamason,0,,0,0,,['0'],,West,10,24,1
308,2023-10-04 15:41:53,2023-10-04 15:44:28,IP Address,204.147.223.49,100,154,True,2023-10-04 15:44:28,R_3NHQ5DNvN0vBPDY,,,,,47.5364,-122.278,anonymous,EN,Extremely critical,Extremely motivated,Quite a high priority,Extremely well,Moderate effort,Moderately well,Quite true,Quite true,Almost always,Sometimes,Quite true,Extremely true,Moderately willing,I am already doing this,I am already doing this,Extremely willing,Extremely willing,Quite willing,Extremely willing,I am already doing this,Extremely willing,Extremely willing,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,['Abdominal Wall/Hernia Surgery'],,3,Gave a grand rounds on sustainability in the operating room,virginiamason,0,,0,0,,['0.02857142857142857'],QID1,West,10,24,1
309,2023-10-04 16:07:31,2023-10-04 16:11:12,IP Address,204.147.223.49,100,221,True,2023-10-04 16:11:13,R_3n3ihzImRtyUSlA,,,,,47.5364,-122.278,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Quite well,Moderate effort,Quite well,Extremely true,Moderately true,Once in a while,Almost always,Extremely true,Quite confident,I am already doing this,I am already doing this,Not at all willing,I am already doing this,I am already doing this,I am already doing this,Extremely willing,I am already doing this,I am already doing this,Quite willing,Extremely motivated,Extremely motivated,Extremely motivated,Moderately motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Hepatopancreaticobiliary Surgery', 'Vascular Surgery', 'Transplant Surgery', 'Other']",,10,,virginiamason,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,10,24,1
310,2023-10-04 21:01:39,2023-10-04 21:05:12,IP Address,72.138.161.139,100,212,True,2023-10-04 21:05:13,R_3256iXRAW6T68YV,,,,,43.6922,-79.4309,anonymous,EN,Extremely critical,Moderately motivated,Quite a high priority,Quite well,Not at a lot of effort,Slightly well,Moderately true,Moderately true,Almost always,Sometimes,Quite true,Moderately confident,Quite willing,Quite willing,I am already doing this,I am already doing this,Extremely willing,Moderately willing,Quite willing,Moderately willing,Quite willing,Moderately willing,Quite motivated,Quite motivated,Quite motivated,Moderately motivated,Quite motivated,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,['Plastics Surgery'],,15,,virginiamason,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,10,24,1
311,2023-10-05 08:06:37,2023-10-05 08:09:59,IP Address,209.50.141.57,100,201,True,2023-10-05 08:10:00,R_1dF7UgUeUGWovLZ,,,,,40.6027,-75.4778,anonymous,EN,Moderately critical,Moderately motivated,Quite a high priority,Moderately well,Not at a lot of effort,Slightly well,Quite true,Quite true,Almost never,Often,Quite true,Moderately confident,I am already doing this,I am already doing this,Moderately willing,I am already doing this,Moderately willing,Not at all willing,Slightly willing,Not at all willing,Moderately willing,I am already doing this,Quite motivated,Slightly motivated,Moderately motivated,Not at all motivated,Slightly motivated,Slightly motivated,Not at all motivated,Not at all motivated,Slightly motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery']",Program Director (or Assistant Program Director),,,lehigh,0,,0,0,,['0.05714285714285714'],"QID13,QID62",Northeast,3,55,1
312,2023-10-05 10:13:34,2023-10-05 10:24:46,IP Address,167.12.22.201,100,671,True,2023-10-05 10:24:46,R_BS1ZehVXZKWIKv7,,,,,40.522,-75.5545,anonymous,EN,Moderately critical,Moderately motivated,Moderate priority,Not very well,Moderate effort,Not very well,Quite true,Quite true,Sometimes,Sometimes,Slightly true,Quite confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Moderately willing,Not at all willing,Extremely willing,Extremely willing,Extremely willing,Extremely motivated,Extremely motivated,Extremely motivated,Slightly motivated,Moderately motivated,Not at all motivated,Slightly motivated,Slightly motivated,Quite motivated,,,,['Trauma Surgery/Critical Care'],,25,,lehigh,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,3,55,1
313,2023-10-05 10:40:58,2023-10-05 10:47:02,IP Address,167.12.22.201,100,364,True,2023-10-05 10:47:03,R_1Cm9yIGMYwVkuSe,,,,,40.522,-75.5545,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Moderately well,Slight effort,Not very well,Quite true,Quite true,Often,Almost never,Moderately true,Extremely true,Quite willing,Quite willing,Slightly willing,Quite willing,Extremely willing,Quite willing,Extremely willing,Quite willing,I am already doing this,Moderately willing,Extremely motivated,Extremely motivated,Extremely motivated,Moderately motivated,Moderately motivated,Slightly motivated,Slightly motivated,Slightly motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology', 'Transplant Surgery']",Program Director (or Assistant Program Director),11,,lehigh,0,,0,0,,['0.02857142857142857'],QID13,Northeast,3,55,1
314,2023-10-05 11:10:03,2023-10-05 11:13:09,IP Address,167.12.22.201,100,185,True,2023-10-05 11:13:09,R_xEZj3pUGXDMZIfT,,,,,40.522,-75.5545,anonymous,EN,Extremely critical,Extremely motivated,Quite a high priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Sometimes,Quite true,Slightly confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Extremely willing,Moderately willing,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,['Pediatric Surgery'],Program Director (or Assistant Program Director),7,,lehigh,0,,0,0,,['0.02857142857142857'],QID13,Northeast,3,55,1
316,2023-10-09 09:27:43,2023-10-09 09:30:44,IP Address,204.147.223.49,100,181,True,2023-10-09 09:30:45,R_OkFgYjnWV7vLdmx,,,,,47.6109,-122.3303,anonymous,EN,Extremely critical,Extremely motivated,Quite a high priority,Quite well,Not at a lot of effort,Moderately well,Moderately true,Quite true,Often,Almost never,Not at all true,Quite confident,I am already doing this,I am already doing this,I am already doing this,I am already doing this,Extremely willing,Slightly willing,Extremely willing,I am already doing this,I am already doing this,I am already doing this,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Moderately motivated,Moderately motivated,Slightly motivated,Slightly motivated,Moderately motivated,,,,['Colon and Rectal Surgery'],,28,,virginiamason,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,10,24,1
321,2023-10-12 11:30:46,2023-10-12 11:35:50,IP Address,167.12.22.201,100,303,True,2023-10-12 11:35:51,R_2UWpCS5RBPaA3Iv,,,,,40.625,-75.3953,anonymous,EN,Moderately critical,Quite motivated,Moderate priority,Extremely well,Slight effort,Slightly well,Quite true,Extremely true,Often,Often,Extremely true,Slightly confident,Quite willing,Quite willing,Not at all willing,I am already doing this,Extremely willing,Moderately willing,Slightly willing,I am already doing this,I am already doing this,I am already doing this,Slightly motivated,Slightly motivated,Quite motivated,Quite motivated,Extremely motivated,Slightly motivated,Slightly motivated,Quite motivated,Extremely motivated,,,,"['Acute Care Surgery/Emergency General Surgery', 'Pediatric Surgery', 'Plastics Surgery']",,22,,lehigh,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,3,55,1
322,2023-10-16 08:36:22,2023-10-16 08:41:14,IP Address,167.12.22.201,100,292,True,2023-10-16 08:41:15,R_2ZK4wuIarxnJyB9,,,,,40.625,-75.3953,anonymous,EN,Moderately critical,Quite motivated,Top priority,Moderately well,Not at a lot of effort,Moderately well,Quite true,Slightly true,Almost always,Often,Extremely true,Extremely true,Quite willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Quite willing,Slightly willing,Moderately motivated,Moderately motivated,Quite motivated,Slightly motivated,Moderately motivated,Slightly motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",,12,,lehigh,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,3,55,1
323,2023-10-16 17:24:28,2023-10-16 17:37:02,IP Address,172.59.187.168,100,753,True,2023-10-16 17:37:03,R_3g11P1lUjVkrlvn,,,,,41.8486,-87.6288,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Slightly well,Not at a lot of effort,Not very well,Extremely true,Quite true,Often,Sometimes,Not at all true,Slightly confident,Extremely willing,Moderately willing,Slightly willing,Quite willing,Quite willing,Slightly willing,Quite willing,I am already doing this,I am already doing this,Quite willing,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,,,,['Thoracic Surgery'],,2.5,,northwestern,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,5,58,1
325,2023-10-17 20:48:25,2023-10-17 20:52:15,IP Address,24.1.124.59,100,230,True,2023-10-17 20:52:16,R_qCakSsa3qVx6bYd,,,,,41.8482,-87.6521,anonymous,EN,Extremely critical,Extremely motivated,Quite a high priority,Quite well,Not at a lot of effort,Slightly well,Quite true,Quite true,Almost always,Often,Quite true,Extremely true,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Quite willing,Extremely willing,Extremely willing,I am already doing this,I am already doing this,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Hepatopancreaticobiliary Surgery', 'Vascular Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),4,,northwestern,0,,0,0,,['0.02857142857142857'],QID13,Midwest,5,58,1
